"","fips","familyCode","weight"
"591",41069,"a1i0p1s1t0",0.0161995
"592",41071,"a1i0p1s1t0",0.0375575
"593",41,"a1i0p1s0t1",0.0348424
"594",41001,"a1i0p1s0t1",0.0335232
"595",41003,"a1i0p1s0t1",0.0358512
"596",41005,"a1i0p1s0t1",0.0312728
"597",41007,"a1i0p1s0t1",0.0330576
"598",41009,"a1i0p1s0t1",0.0301864
"599",41011,"a1i0p1s0t1",0.0297208
"600",41013,"a1i0p1s0t1",0.0320488
"601",41015,"a1i0p1s0t1",0.0359288
"602",41017,"a1i0p1s0t1",0.0330576
"603",41019,"a1i0p1s0t1",0.0300312
"604",41021,"a1i0p1s0t1",0.0187792
"605",41023,"a1i0p1s0t1",0.0291776
"606",41025,"a1i0p1s0t1",0.0363944
"607",41027,"a1i0p1s0t1",0.0346872
"608",41029,"a1i0p1s0t1",0.0356184
"609",41031,"a1i0p1s0t1",0.027936
"610",41033,"a1i0p1s0t1",0.0291776
"611",41035,"a1i0p1s0t1",0.0294104
"612",41037,"a1i0p1s0t1",0.0299536
"613",41039,"a1i0p1s0t1",0.0325144
"614",41041,"a1i0p1s0t1",0.0320488
"615",41043,"a1i0p1s0t1",0.0339888
"616",41045,"a1i0p1s0t1",0.0352304
"617",41047,"a1i0p1s0t1",0.0352304
"618",41049,"a1i0p1s0t1",0.0405072
"619",41051,"a1i0p1s0t1",0.0398864
"620",41053,"a1i0p1s0t1",0.0334456
"621",41055,"a1i0p1s0t1",0.028324
"622",41057,"a1i0p1s0t1",0.037248
"623",41059,"a1i0p1s0t1",0.0327472
"624",41061,"a1i0p1s0t1",0.0321264
"625",41063,"a1i0p1s0t1",0.0347648
"626",41065,"a1i0p1s0t1",0.0350752
"627",41067,"a1i0p1s0t1",0.0367048
"628",41069,"a1i0p1s0t1",0.0138904
"629",41071,"a1i0p1s0t1",0.032204
"630",41,"a1i0p0s2t0",0.0948288
"631",41001,"a1i0p0s2t0",0.0912384
"632",41003,"a1i0p0s2t0",0.0975744
"633",41005,"a1i0p0s2t0",0.0851136
"634",41007,"a1i0p0s2t0",0.0899712
"635",41009,"a1i0p0s2t0",0.0821568
"636",41011,"a1i0p0s2t0",0.0808896
"637",41013,"a1i0p0s2t0",0.0872256
"638",41015,"a1i0p0s2t0",0.0977856
"639",41017,"a1i0p0s2t0",0.0899712
"640",41019,"a1i0p0s2t0",0.0817344
"641",41021,"a1i0p0s2t0",0.0511104
"642",41023,"a1i0p0s2t0",0.0794112
"643",41025,"a1i0p0s2t0",0.0990528
"644",41027,"a1i0p0s2t0",0.0944064
"645",41029,"a1i0p0s2t0",0.0969408
"646",41031,"a1i0p0s2t0",0.076032
"647",41033,"a1i0p0s2t0",0.0794112
"648",41035,"a1i0p0s2t0",0.0800448
"649",41037,"a1i0p0s2t0",0.0815232
"650",41039,"a1i0p0s2t0",0.0884928
"651",41041,"a1i0p0s2t0",0.0872256
"652",41043,"a1i0p0s2t0",0.0925056
"653",41045,"a1i0p0s2t0",0.0958848
"654",41047,"a1i0p0s2t0",0.0958848
"655",41049,"a1i0p0s2t0",0.1102464
"656",41051,"a1i0p0s2t0",0.1085568
"657",41053,"a1i0p0s2t0",0.0910272
"658",41055,"a1i0p0s2t0",0.077088
"659",41057,"a1i0p0s2t0",0.101376
"660",41059,"a1i0p0s2t0",0.0891264
"661",41061,"a1i0p0s2t0",0.0874368
"662",41063,"a1i0p0s2t0",0.0946176
"663",41065,"a1i0p0s2t0",0.0954624
"664",41067,"a1i0p0s2t0",0.0998976
"665",41069,"a1i0p0s2t0",0.0378048
"666",41071,"a1i0p0s2t0",0.087648
"667",41,"a1i0p0s1t1",0.081269
"668",41001,"a1i0p0s1t1",0.078192
"669",41003,"a1i0p0s1t1",0.083622
"670",41005,"a1i0p0s1t1",0.072943
"671",41007,"a1i0p0s1t1",0.077106
"672",41009,"a1i0p0s1t1",0.070409
"673",41011,"a1i0p0s1t1",0.069323
"674",41013,"a1i0p0s1t1",0.074753
"675",41015,"a1i0p0s1t1",0.083803
"676",41017,"a1i0p0s1t1",0.077106
"677",41019,"a1i0p0s1t1",0.070047
"678",41021,"a1i0p0s1t1",0.043802
"679",41023,"a1i0p0s1t1",0.068056
"680",41025,"a1i0p0s1t1",0.084889
"681",41027,"a1i0p0s1t1",0.080907
"682",41029,"a1i0p0s1t1",0.083079
"683",41031,"a1i0p0s1t1",0.06516
"684",41033,"a1i0p0s1t1",0.068056
"685",41035,"a1i0p0s1t1",0.068599
"686",41037,"a1i0p0s1t1",0.069866
"687",41039,"a1i0p0s1t1",0.075839
"688",41041,"a1i0p0s1t1",0.074753
"689",41043,"a1i0p0s1t1",0.079278
"690",41045,"a1i0p0s1t1",0.082174
"691",41047,"a1i0p0s1t1",0.082174
"692",41049,"a1i0p0s1t1",0.094482
"693",41051,"a1i0p0s1t1",0.093034
"694",41053,"a1i0p0s1t1",0.078011
"695",41055,"a1i0p0s1t1",0.066065
"696",41057,"a1i0p0s1t1",0.08688
"697",41059,"a1i0p0s1t1",0.076382
"698",41061,"a1i0p0s1t1",0.074934
"699",41063,"a1i0p0s1t1",0.081088
"700",41065,"a1i0p0s1t1",0.081812
"701",41067,"a1i0p0s1t1",0.085613
"702",41069,"a1i0p0s1t1",0.032399
"703",41071,"a1i0p0s1t1",0.075115
"704",41,"a1i0p0s0t2",0.0696848
"705",41001,"a1i0p0s0t2",0.0670464
"706",41003,"a1i0p0s0t2",0.0717024
"707",41005,"a1i0p0s0t2",0.0625456
"708",41007,"a1i0p0s0t2",0.0661152
"709",41009,"a1i0p0s0t2",0.0603728
"710",41011,"a1i0p0s0t2",0.0594416
"711",41013,"a1i0p0s0t2",0.0640976
"712",41015,"a1i0p0s0t2",0.0718576
"713",41017,"a1i0p0s0t2",0.0661152
"714",41019,"a1i0p0s0t2",0.0600624
"715",41021,"a1i0p0s0t2",0.0375584
"716",41023,"a1i0p0s0t2",0.0583552
"717",41025,"a1i0p0s0t2",0.0727888
"718",41027,"a1i0p0s0t2",0.0693744
"719",41029,"a1i0p0s0t2",0.0712368
"720",41031,"a1i0p0s0t2",0.055872
"721",41033,"a1i0p0s0t2",0.0583552
"722",41035,"a1i0p0s0t2",0.0588208
"723",41037,"a1i0p0s0t2",0.0599072
"724",41039,"a1i0p0s0t2",0.0650288
"725",41041,"a1i0p0s0t2",0.0640976
"726",41043,"a1i0p0s0t2",0.0679776
"727",41045,"a1i0p0s0t2",0.0704608
"728",41047,"a1i0p0s0t2",0.0704608
"729",41049,"a1i0p0s0t2",0.0810144
"730",41051,"a1i0p0s0t2",0.0797728
"731",41053,"a1i0p0s0t2",0.0668912
"732",41055,"a1i0p0s0t2",0.056648
"733",41057,"a1i0p0s0t2",0.074496
"734",41059,"a1i0p0s0t2",0.0654944
"735",41061,"a1i0p0s0t2",0.0642528
"736",41063,"a1i0p0s0t2",0.0695296
"737",41065,"a1i0p0s0t2",0.0701504
"738",41067,"a1i0p0s0t2",0.0734096
"739",41069,"a1i0p0s0t2",0.0277808
"740",41071,"a1i0p0s0t2",0.064408
