"","fips","familyCode","ageAdjustment","marriedUnder6","marriedOver6","marriedBoth","unmarriedUnder6","unmarriedOver6","unmarriedBoth"
"591",41057,"a2i2p0s0t0",0.25,0.209,0.52,0.271,0.791,0.48,0.729
"592",41057,"a2i1p1s0t0",0.5,0.209,0.52,0.271,0.791,0.48,0.729
"593",41057,"a2i1p0s1t0",0.2692,0.209,0.52,0.271,0.791,0.48,0.729
"594",41057,"a2i1p0s0t1",0.2308,0.209,0.52,0.271,0.791,0.48,0.729
"595",41057,"a2i0p2s0t0",0.25,0.209,0.52,0.271,0.791,0.48,0.729
"596",41057,"a2i0p1s1t0",0.2692,0.209,0.52,0.271,0.791,0.48,0.729
"597",41057,"a2i0p1s0t1",0.2308,0.209,0.52,0.271,0.791,0.48,0.729
"598",41057,"a2i0p0s2t0",0.2899,0.209,0.52,0.271,0.791,0.48,0.729
"599",41057,"a2i0p0s1t1",0.497,0.209,0.52,0.271,0.791,0.48,0.729
"600",41057,"a2i0p0s0t2",0.213,0.209,0.52,0.271,0.791,0.48,0.729
"601",41059,"a1i2p0s0t0",0.25,0.175,0.578,0.247,0.825,0.422,0.753
"602",41059,"a1i1p1s0t0",0.5,0.175,0.578,0.247,0.825,0.422,0.753
"603",41059,"a1i1p0s1t0",0.2692,0.175,0.578,0.247,0.825,0.422,0.753
"604",41059,"a1i1p0s0t1",0.2308,0.175,0.578,0.247,0.825,0.422,0.753
"605",41059,"a1i0p2s0t0",0.25,0.175,0.578,0.247,0.825,0.422,0.753
"606",41059,"a1i0p1s1t0",0.2692,0.175,0.578,0.247,0.825,0.422,0.753
"607",41059,"a1i0p1s0t1",0.2308,0.175,0.578,0.247,0.825,0.422,0.753
"608",41059,"a1i0p0s2t0",0.2899,0.175,0.578,0.247,0.825,0.422,0.753
"609",41059,"a1i0p0s1t1",0.497,0.175,0.578,0.247,0.825,0.422,0.753
"610",41059,"a1i0p0s0t2",0.213,0.175,0.578,0.247,0.825,0.422,0.753
"611",41059,"a2i2p0s0t0",0.25,0.175,0.578,0.247,0.825,0.422,0.753
"612",41059,"a2i1p1s0t0",0.5,0.175,0.578,0.247,0.825,0.422,0.753
"613",41059,"a2i1p0s1t0",0.2692,0.175,0.578,0.247,0.825,0.422,0.753
"614",41059,"a2i1p0s0t1",0.2308,0.175,0.578,0.247,0.825,0.422,0.753
"615",41059,"a2i0p2s0t0",0.25,0.175,0.578,0.247,0.825,0.422,0.753
"616",41059,"a2i0p1s1t0",0.2692,0.175,0.578,0.247,0.825,0.422,0.753
"617",41059,"a2i0p1s0t1",0.2308,0.175,0.578,0.247,0.825,0.422,0.753
"618",41059,"a2i0p0s2t0",0.2899,0.175,0.578,0.247,0.825,0.422,0.753
"619",41059,"a2i0p0s1t1",0.497,0.175,0.578,0.247,0.825,0.422,0.753
"620",41059,"a2i0p0s0t2",0.213,0.175,0.578,0.247,0.825,0.422,0.753
"621",41061,"a1i2p0s0t0",0.25,0.192,0.586,0.222,0.808,0.414,0.778
"622",41061,"a1i1p1s0t0",0.5,0.192,0.586,0.222,0.808,0.414,0.778
"623",41061,"a1i1p0s1t0",0.2692,0.192,0.586,0.222,0.808,0.414,0.778
"624",41061,"a1i1p0s0t1",0.2308,0.192,0.586,0.222,0.808,0.414,0.778
"625",41061,"a1i0p2s0t0",0.25,0.192,0.586,0.222,0.808,0.414,0.778
"626",41061,"a1i0p1s1t0",0.2692,0.192,0.586,0.222,0.808,0.414,0.778
"627",41061,"a1i0p1s0t1",0.2308,0.192,0.586,0.222,0.808,0.414,0.778
"628",41061,"a1i0p0s2t0",0.2899,0.192,0.586,0.222,0.808,0.414,0.778
"629",41061,"a1i0p0s1t1",0.497,0.192,0.586,0.222,0.808,0.414,0.778
"630",41061,"a1i0p0s0t2",0.213,0.192,0.586,0.222,0.808,0.414,0.778
"631",41061,"a2i2p0s0t0",0.25,0.192,0.586,0.222,0.808,0.414,0.778
"632",41061,"a2i1p1s0t0",0.5,0.192,0.586,0.222,0.808,0.414,0.778
"633",41061,"a2i1p0s1t0",0.2692,0.192,0.586,0.222,0.808,0.414,0.778
"634",41061,"a2i1p0s0t1",0.2308,0.192,0.586,0.222,0.808,0.414,0.778
"635",41061,"a2i0p2s0t0",0.25,0.192,0.586,0.222,0.808,0.414,0.778
"636",41061,"a2i0p1s1t0",0.2692,0.192,0.586,0.222,0.808,0.414,0.778
"637",41061,"a2i0p1s0t1",0.2308,0.192,0.586,0.222,0.808,0.414,0.778
"638",41061,"a2i0p0s2t0",0.2899,0.192,0.586,0.222,0.808,0.414,0.778
"639",41061,"a2i0p0s1t1",0.497,0.192,0.586,0.222,0.808,0.414,0.778
"640",41061,"a2i0p0s0t2",0.213,0.192,0.586,0.222,0.808,0.414,0.778
"641",41063,"a1i2p0s0t0",0.25,0.187,0.552,0.261,0.813,0.448,0.739
"642",41063,"a1i1p1s0t0",0.5,0.187,0.552,0.261,0.813,0.448,0.739
"643",41063,"a1i1p0s1t0",0.2692,0.187,0.552,0.261,0.813,0.448,0.739
"644",41063,"a1i1p0s0t1",0.2308,0.187,0.552,0.261,0.813,0.448,0.739
"645",41063,"a1i0p2s0t0",0.25,0.187,0.552,0.261,0.813,0.448,0.739
"646",41063,"a1i0p1s1t0",0.2692,0.187,0.552,0.261,0.813,0.448,0.739
"647",41063,"a1i0p1s0t1",0.2308,0.187,0.552,0.261,0.813,0.448,0.739
"648",41063,"a1i0p0s2t0",0.2899,0.187,0.552,0.261,0.813,0.448,0.739
"649",41063,"a1i0p0s1t1",0.497,0.187,0.552,0.261,0.813,0.448,0.739
"650",41063,"a1i0p0s0t2",0.213,0.187,0.552,0.261,0.813,0.448,0.739
"651",41063,"a2i2p0s0t0",0.25,0.187,0.552,0.261,0.813,0.448,0.739
"652",41063,"a2i1p1s0t0",0.5,0.187,0.552,0.261,0.813,0.448,0.739
"653",41063,"a2i1p0s1t0",0.2692,0.187,0.552,0.261,0.813,0.448,0.739
"654",41063,"a2i1p0s0t1",0.2308,0.187,0.552,0.261,0.813,0.448,0.739
"655",41063,"a2i0p2s0t0",0.25,0.187,0.552,0.261,0.813,0.448,0.739
"656",41063,"a2i0p1s1t0",0.2692,0.187,0.552,0.261,0.813,0.448,0.739
"657",41063,"a2i0p1s0t1",0.2308,0.187,0.552,0.261,0.813,0.448,0.739
"658",41063,"a2i0p0s2t0",0.2899,0.187,0.552,0.261,0.813,0.448,0.739
"659",41063,"a2i0p0s1t1",0.497,0.187,0.552,0.261,0.813,0.448,0.739
"660",41063,"a2i0p0s0t2",0.213,0.187,0.552,0.261,0.813,0.448,0.739
"661",41065,"a1i2p0s0t0",0.25,0.236,0.548,0.216,0.764,0.452,0.784
"662",41065,"a1i1p1s0t0",0.5,0.236,0.548,0.216,0.764,0.452,0.784
"663",41065,"a1i1p0s1t0",0.2692,0.236,0.548,0.216,0.764,0.452,0.784
"664",41065,"a1i1p0s0t1",0.2308,0.236,0.548,0.216,0.764,0.452,0.784
"665",41065,"a1i0p2s0t0",0.25,0.236,0.548,0.216,0.764,0.452,0.784
"666",41065,"a1i0p1s1t0",0.2692,0.236,0.548,0.216,0.764,0.452,0.784
"667",41065,"a1i0p1s0t1",0.2308,0.236,0.548,0.216,0.764,0.452,0.784
"668",41065,"a1i0p0s2t0",0.2899,0.236,0.548,0.216,0.764,0.452,0.784
"669",41065,"a1i0p0s1t1",0.497,0.236,0.548,0.216,0.764,0.452,0.784
"670",41065,"a1i0p0s0t2",0.213,0.236,0.548,0.216,0.764,0.452,0.784
"671",41065,"a2i2p0s0t0",0.25,0.236,0.548,0.216,0.764,0.452,0.784
"672",41065,"a2i1p1s0t0",0.5,0.236,0.548,0.216,0.764,0.452,0.784
"673",41065,"a2i1p0s1t0",0.2692,0.236,0.548,0.216,0.764,0.452,0.784
"674",41065,"a2i1p0s0t1",0.2308,0.236,0.548,0.216,0.764,0.452,0.784
"675",41065,"a2i0p2s0t0",0.25,0.236,0.548,0.216,0.764,0.452,0.784
"676",41065,"a2i0p1s1t0",0.2692,0.236,0.548,0.216,0.764,0.452,0.784
"677",41065,"a2i0p1s0t1",0.2308,0.236,0.548,0.216,0.764,0.452,0.784
"678",41065,"a2i0p0s2t0",0.2899,0.236,0.548,0.216,0.764,0.452,0.784
"679",41065,"a2i0p0s1t1",0.497,0.236,0.548,0.216,0.764,0.452,0.784
"680",41065,"a2i0p0s0t2",0.213,0.236,0.548,0.216,0.764,0.452,0.784
"681",41067,"a1i2p0s0t0",0.25,0.255,0.527,0.218,0.745,0.473,0.782
"682",41067,"a1i1p1s0t0",0.5,0.255,0.527,0.218,0.745,0.473,0.782
"683",41067,"a1i1p0s1t0",0.2692,0.255,0.527,0.218,0.745,0.473,0.782
"684",41067,"a1i1p0s0t1",0.2308,0.255,0.527,0.218,0.745,0.473,0.782
"685",41067,"a1i0p2s0t0",0.25,0.255,0.527,0.218,0.745,0.473,0.782
"686",41067,"a1i0p1s1t0",0.2692,0.255,0.527,0.218,0.745,0.473,0.782
"687",41067,"a1i0p1s0t1",0.2308,0.255,0.527,0.218,0.745,0.473,0.782
"688",41067,"a1i0p0s2t0",0.2899,0.255,0.527,0.218,0.745,0.473,0.782
"689",41067,"a1i0p0s1t1",0.497,0.255,0.527,0.218,0.745,0.473,0.782
"690",41067,"a1i0p0s0t2",0.213,0.255,0.527,0.218,0.745,0.473,0.782
"691",41067,"a2i2p0s0t0",0.25,0.255,0.527,0.218,0.745,0.473,0.782
"692",41067,"a2i1p1s0t0",0.5,0.255,0.527,0.218,0.745,0.473,0.782
"693",41067,"a2i1p0s1t0",0.2692,0.255,0.527,0.218,0.745,0.473,0.782
"694",41067,"a2i1p0s0t1",0.2308,0.255,0.527,0.218,0.745,0.473,0.782
"695",41067,"a2i0p2s0t0",0.25,0.255,0.527,0.218,0.745,0.473,0.782
"696",41067,"a2i0p1s1t0",0.2692,0.255,0.527,0.218,0.745,0.473,0.782
"697",41067,"a2i0p1s0t1",0.2308,0.255,0.527,0.218,0.745,0.473,0.782
"698",41067,"a2i0p0s2t0",0.2899,0.255,0.527,0.218,0.745,0.473,0.782
"699",41067,"a2i0p0s1t1",0.497,0.255,0.527,0.218,0.745,0.473,0.782
"700",41067,"a2i0p0s0t2",0.213,0.255,0.527,0.218,0.745,0.473,0.782
"701",41069,"a1i2p0s0t0",0.25,0.107,0.821,0.071,0.893,0.179,0.929
"702",41069,"a1i1p1s0t0",0.5,0.107,0.821,0.071,0.893,0.179,0.929
"703",41069,"a1i1p0s1t0",0.2692,0.107,0.821,0.071,0.893,0.179,0.929
"704",41069,"a1i1p0s0t1",0.2308,0.107,0.821,0.071,0.893,0.179,0.929
"705",41069,"a1i0p2s0t0",0.25,0.107,0.821,0.071,0.893,0.179,0.929
"706",41069,"a1i0p1s1t0",0.2692,0.107,0.821,0.071,0.893,0.179,0.929
"707",41069,"a1i0p1s0t1",0.2308,0.107,0.821,0.071,0.893,0.179,0.929
"708",41069,"a1i0p0s2t0",0.2899,0.107,0.821,0.071,0.893,0.179,0.929
"709",41069,"a1i0p0s1t1",0.497,0.107,0.821,0.071,0.893,0.179,0.929
"710",41069,"a1i0p0s0t2",0.213,0.107,0.821,0.071,0.893,0.179,0.929
"711",41069,"a2i2p0s0t0",0.25,0.107,0.821,0.071,0.893,0.179,0.929
"712",41069,"a2i1p1s0t0",0.5,0.107,0.821,0.071,0.893,0.179,0.929
"713",41069,"a2i1p0s1t0",0.2692,0.107,0.821,0.071,0.893,0.179,0.929
"714",41069,"a2i1p0s0t1",0.2308,0.107,0.821,0.071,0.893,0.179,0.929
"715",41069,"a2i0p2s0t0",0.25,0.107,0.821,0.071,0.893,0.179,0.929
"716",41069,"a2i0p1s1t0",0.2692,0.107,0.821,0.071,0.893,0.179,0.929
"717",41069,"a2i0p1s0t1",0.2308,0.107,0.821,0.071,0.893,0.179,0.929
"718",41069,"a2i0p0s2t0",0.2899,0.107,0.821,0.071,0.893,0.179,0.929
"719",41069,"a2i0p0s1t1",0.497,0.107,0.821,0.071,0.893,0.179,0.929
"720",41069,"a2i0p0s0t2",0.213,0.107,0.821,0.071,0.893,0.179,0.929
"721",41071,"a1i2p0s0t0",0.25,0.205,0.585,0.211,0.795,0.415,0.789
"722",41071,"a1i1p1s0t0",0.5,0.205,0.585,0.211,0.795,0.415,0.789
"723",41071,"a1i1p0s1t0",0.2692,0.205,0.585,0.211,0.795,0.415,0.789
"724",41071,"a1i1p0s0t1",0.2308,0.205,0.585,0.211,0.795,0.415,0.789
"725",41071,"a1i0p2s0t0",0.25,0.205,0.585,0.211,0.795,0.415,0.789
"726",41071,"a1i0p1s1t0",0.2692,0.205,0.585,0.211,0.795,0.415,0.789
"727",41071,"a1i0p1s0t1",0.2308,0.205,0.585,0.211,0.795,0.415,0.789
"728",41071,"a1i0p0s2t0",0.2899,0.205,0.585,0.211,0.795,0.415,0.789
"729",41071,"a1i0p0s1t1",0.497,0.205,0.585,0.211,0.795,0.415,0.789
"730",41071,"a1i0p0s0t2",0.213,0.205,0.585,0.211,0.795,0.415,0.789
"731",41071,"a2i2p0s0t0",0.25,0.205,0.585,0.211,0.795,0.415,0.789
"732",41071,"a2i1p1s0t0",0.5,0.205,0.585,0.211,0.795,0.415,0.789
"733",41071,"a2i1p0s1t0",0.2692,0.205,0.585,0.211,0.795,0.415,0.789
"734",41071,"a2i1p0s0t1",0.2308,0.205,0.585,0.211,0.795,0.415,0.789
"735",41071,"a2i0p2s0t0",0.25,0.205,0.585,0.211,0.795,0.415,0.789
"736",41071,"a2i0p1s1t0",0.2692,0.205,0.585,0.211,0.795,0.415,0.789
"737",41071,"a2i0p1s0t1",0.2308,0.205,0.585,0.211,0.795,0.415,0.789
"738",41071,"a2i0p0s2t0",0.2899,0.205,0.585,0.211,0.795,0.415,0.789
"739",41071,"a2i0p0s1t1",0.497,0.205,0.585,0.211,0.795,0.415,0.789
"740",41071,"a2i0p0s0t2",0.213,0.205,0.585,0.211,0.795,0.415,0.789
