GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15
0500000US41023,41023,"Grant County, Oregon",1193,153,612,100,487,100,357,88,130,40,125,47,113,48,12,9,581,93,525,87,218,58,307,68,56,26,46,27,10,12
0500000US41025,41025,"Harney County, Oregon",955,176,465,100,430,94,307,80,123,44,35,34,16,14,19,28,490,124,434,114,238,80,196,79,56,55,56,55,0,17
0500000US41027,41027,"Hood River County, Oregon",2691,328,1320,244,853,208,676,175,177,99,467,145,442,144,25,31,1371,231,1130,197,548,142,582,145,241,122,216,117,25,32
0500000US41029,41029,"Jackson County, Oregon",29142,906,12717,731,9903,687,6836,581,3067,318,2814,404,2465,364,349,113,16425,704,13739,729,6639,541,7100,495,2686,378,2308,363,378,148
0500000US41031,41031,"Jefferson County, Oregon",2376,300,1311,213,954,180,739,174,215,71,357,129,326,128,31,33,1065,191,869,179,537,152,332,98,196,92,159,81,37,32
0500000US41033,41033,"Josephine County, Oregon",12381,617,5062,432,4144,391,2494,347,1650,235,918,222,788,234,130,67,7319,476,6255,392,2479,253,3776,333,1064,215,864,212,200,78
0500000US41035,41035,"Klamath County, Oregon",9065,519,4534,418,3509,381,2375,309,1134,201,1025,244,851,228,174,81,4531,354,3775,274,1940,207,1835,216,756,228,570,187,186,107
0500000US41037,41037,"Lake County, Oregon",1418,190,650,132,567,115,427,103,140,55,83,54,60,46,23,27,768,135,610,128,328,100,282,90,158,70,158,70,0,17
0500000US41039,41039,"Lane County, Oregon",58664,1117,27420,931,18036,757,13104,694,4932,410,9384,594,8718,579,666,124,31244,805,23696,685,12860,538,10836,521,7548,491,6796,507,752,159
0500000US41041,41041,"Lincoln County, Oregon",7868,530,3214,315,2503,306,1620,270,883,167,711,157,591,153,120,52,4654,367,4005,331,1941,267,2064,209,649,122,470,105,179,59
0500000US41043,41043,"Linn County, Oregon",13877,736,6420,513,4669,455,3121,361,1548,224,1751,330,1558,324,193,76,7457,486,6060,449,2851,358,3209,270,1397,243,1242,235,155,67
0500000US41045,41045,"Malheur County, Oregon",3257,259,1542,194,1306,166,916,167,390,80,236,104,210,96,26,22,1715,183,1536,173,714,144,822,129,179,92,146,88,33,25
0500000US41047,41047,"Marion County, Oregon",34979,944,14573,691,11228,616,8119,555,3109,324,3345,436,3093,427,252,79,20406,769,17729,672,9013,593,8716,442,2677,320,2340,301,337,97
0500000US41049,41049,"Morrow County, Oregon",930,152,513,110,417,96,262,83,155,53,96,49,87,46,9,11,417,104,374,99,194,72,180,71,43,28,35,27,8,8
0500000US41051,41051,"Multnomah County, Oregon",139833,1915,66060,1485,46750,1132,38940,1086,7810,504,19310,904,18500,894,810,159,73773,1378,54698,1257,36204,1191,18494,673,19075,859,17883,822,1192,198
0500000US41053,41053,"Polk County, Oregon",8704,520,3669,425,2590,367,1829,314,761,175,1079,267,965,259,114,71,5035,360,3865,334,1967,282,1898,240,1170,228,1079,221,91,53
0500000US41055,41055,"Sherman County, Oregon",343,52,179,39,119,29,66,28,53,17,60,25,58,26,2,3,164,38,151,37,70,31,81,26,13,8,8,6,5,5
0500000US41057,41057,"Tillamook County, Oregon",3661,310,1543,194,1086,175,753,160,333,85,457,129,416,130,41,32,2118,232,1922,209,835,182,1087,137,196,82,132,51,64,55
0500000US41059,41059,"Umatilla County, Oregon",8320,476,4089,315,3137,311,2288,252,849,153,952,207,907,201,45,30,4231,389,3797,365,1948,301,1849,220,434,185,390,175,44,29
0500000US41061,41061,"Union County, Oregon",3472,266,1577,196,1099,148,866,143,233,66,478,136,435,135,43,40,1895,193,1536,172,772,146,764,114,359,84,327,81,32,27
0500000US41063,41063,"Wallowa County, Oregon",1149,122,663,84,596,83,378,74,218,62,67,37,48,33,19,15,486,78,461,80,245,65,216,50,25,20,19,18,6,9
0500000US41065,41065,"Wasco County, Oregon",3128,266,1462,186,1153,182,824,163,329,81,309,107,256,98,53,31,1666,194,1450,186,640,125,810,117,216,82,142,60,74,49
0500000US41067,41067,"Washington County, Oregon",66303,1210,30291,1122,21789,936,17756,846,4033,363,8502,678,8018,640,484,144,36012,993,29209,938,16541,768,12668,541,6803,615,6228,618,575,174
0500000US41069,41069,"Wheeler County, Oregon",215,40,79,26,73,27,43,19,30,17,6,4,3,3,3,3,136,31,132,30,49,24,83,23,4,6,4,6,0,12
0500000US41071,41071,"Yamhill County, Oregon",9184,593,3928,429,2906,372,2118,325,788,150,1022,257,885,249,137,65,5256,381,4527,343,1913,284,2614,232,729,174,681,174,48,40
